"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU20786"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2655"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp15"	"g:Gp15"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2269"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10551"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5502"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3867"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17263"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"g:Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8013"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6332"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"g:Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1685"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2334"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"g:Spartobacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU923"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU866"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3227"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2089"	"d:Bacteria"	"p:Spirochaetes"	"c:Spirochaetia"	"o:Spirochaetales"	"f:Spirochaetaceae"	"g:Spirochaeta"	"UNKNOWN"
"OTU5871"	"d:Bacteria"	"p:Armatimonadetes"	"c:Armatimonadia"	"o:Armatimonadales"	"f:Armatimonadaceae"	"g:Armatimonas/Armatimonadetes_gp1"	"UNKNOWN"
"OTU16097"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19136"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp5"	"g:Gp5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3527"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8142"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3059"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodobacterales"	"f:Rhodobacteraceae"	"g:Paracoccus"	"UNKNOWN"
"OTU251"	"d:Bacteria"	"p:Firmicutes"	"c:Clostridia"	"o:Clostridiales"	"f:Clostridiaceae_1"	"g:Clostridium_sensu_stricto"	"UNKNOWN"
"OTU11858"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6175"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6293"	"d:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"g:Gemmatimonas"	"UNKNOWN"
"OTU131"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Flavihumibacter"	"UNKNOWN"
"OTU22370"	"d:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4716"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU10541"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bacteriovoracaceae"	"g:Peredibacter"	"UNKNOWN"
"OTU5187"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13298"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Solirubrobacterales"	"f:Conexibacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU3952"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6478"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp25"	"g:Gp25"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1369"	"d:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"g:Gemmatimonas"	"UNKNOWN"
"OTU4232"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2323"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14077"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Chitinophaga"	"UNKNOWN"
"OTU25497"	"d:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28023"	"d:Bacteria"	"p:Nitrospirae"	"c:Nitrospira"	"o:Nitrospirales"	"f:Nitrospiraceae"	"g:Nitrospira"	"UNKNOWN"
"OTU6548"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2746"	"d:Bacteria"	"p:Armatimonadetes"	"g:Armatimonadetes_gp5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24957"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3546"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU936"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2285"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1958"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9708"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5814"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2983"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2922"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28379"	"d:Bacteria"	"p:candidate_division_WPS-1"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1864"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1683"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18284"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2913"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1214"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1248"	"d:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4282"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4718"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19560"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5459"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU16358"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24720"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20044"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Solirubrobacterales"	"f:Solirubrobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU3503"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2178"	"d:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8377"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2825"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU565"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5068"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp2"	"g:Gp2"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3712"	"d:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"g:Lacihabitans"	"UNKNOWN"
"OTU1456"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15330"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6587"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU242"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Enterobacteriales"	"f:Enterobacteriaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1298"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15854"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"g:Candidatus_Solibacter"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU798"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1876"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21595"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Rhizobiales_incertae_sedis"	"UNKNOWN"	"UNKNOWN"
"OTU1378"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2390"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2173"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2514"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12441"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4212"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU712"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6227"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1059"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"g:Reyranella"	"UNKNOWN"	"UNKNOWN"
"OTU3657"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13065"	"d:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"g:Dyadobacter"	"UNKNOWN"
"OTU464"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU469"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3529"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU16683"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU5906"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20416"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1009"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1085"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2068"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2092"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU764"	"d:Bacteria"	"p:Cyanobacteria/Chloroplast"	"c:Cyanobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6716"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2656"	"d:Bacteria"	"p:Nitrospirae"	"c:Nitrospira"	"o:Nitrospirales"	"f:Nitrospiraceae"	"g:Nitrospira"	"UNKNOWN"
"OTU410"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1136"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU628"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Sinobacteraceae"	"g:Steroidobacter"	"UNKNOWN"
"OTU19486"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Ferruginibacter"	"UNKNOWN"
"OTU5461"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU734"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Gaiellales"	"f:Gaiellaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2672"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2381"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27264"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14535"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18238"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"g:Blastocatella"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1334"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU342"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3894"	"d:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1934"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU1571"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8368"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU882"	"d:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5067"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Sphingobacteriaceae"	"g:Mucilaginibacter"	"UNKNOWN"
"OTU656"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1079"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27385"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1123"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8078"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"g:Spartobacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1247"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1100"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Paenibacillaceae_1"	"g:Paenibacillus"	"UNKNOWN"
"OTU24692"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16676"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Sphingomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24711"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Sphingobacteriaceae"	"g:Mucilaginibacter"	"UNKNOWN"
"OTU7463"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU868"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1389"	"d:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4303"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1689"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2677"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25670"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Oxalobacteraceae"	"g:Massilia"	"UNKNOWN"
"OTU4130"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3269"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6807"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12938"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU28889"	"d:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2780"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3641"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3006"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1473"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1461"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3954"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1052"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Erythrobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU8663"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4013"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1756"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12088"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU28115"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Caulobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU26820"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1799"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Thermomonosporaceae"	"g:Actinoallomurus"	"UNKNOWN"
"OTU11303"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5238"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
