"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU25538"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17958"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4046"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6380"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU19605"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6245"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5720"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18635"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25536"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21437"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5000"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4383"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5900"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14650"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3109"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Ferruginibacter"	"UNKNOWN"
"OTU6255"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4863"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19114"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Alicyclobacillaceae"	"g:Alicyclobacillus"	"UNKNOWN"
"OTU16279"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6006"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3796"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Alphaproteobacteria_incertae_sedis"	"g:Rhizomicrobium"	"UNKNOWN"	"UNKNOWN"
"OTU12260"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4005"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22663"	"d:Bacteria"	"p:candidate_division_WPS-1"	"g:WPS-1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24863"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8333"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19478"	"d:Archaea"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20885"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU27222"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20610"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6947"	"d:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11020"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26599"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14373"	"d:Bacteria"	"p:candidate_division_WPS-1"	"g:WPS-1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20694"	"d:Bacteria"	"p:Chlamydiae"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17216"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10690"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3112"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10972"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Myxococcaceae"	"UNKNOWN"	"UNKNOWN"
"OTU18490"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6489"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28343"	""	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25517"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9765"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7259"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10184"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21439"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8205"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23130"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9248"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20612"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6703"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7691"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2574"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18118"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15576"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4903"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU20560"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25519"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15874"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7086"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU22998"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11173"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8762"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28822"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"o:Chlamydiales"	"f:Parachlamydiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8274"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27068"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5412"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25483"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18532"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14559"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3512"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU17952"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27699"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24197"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7379"	""	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12541"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12217"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20597"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"o:Chlamydiales"	"f:Parachlamydiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU22071"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22087"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10370"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16091"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24460"	"d:Bacteria"	"p:Armatimonadetes"	"g:Armatimonadetes_gp5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22342"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5413"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10548"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11101"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6490"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19904"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12147"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU8973"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12876"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU3067"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8298"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14714"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16718"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23071"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7534"	"d:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Tepidisphaerales"	"f:Tepidisphaeraceae"	"g:Tepidisphaera"	"UNKNOWN"
"OTU24602"	"d:Archaea"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28880"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22021"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29495"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22353"	"d:Bacteria"	"p:Microgenomates"	"g:Microgenomates_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5137"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12146"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18165"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11688"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4797"	"d:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18981"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20593"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10723"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19446"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6520"	"d:Bacteria"	"p:Spirochaetes"	"c:Spirochaetia"	"o:Spirochaetales"	"f:Spirochaetaceae"	"g:Spirochaeta"	"UNKNOWN"
"OTU17951"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24924"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19711"	"d:Bacteria"	"p:Chloroflexi"	"c:Caldilineae"	"o:Caldilineales"	"f:Caldilineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU22587"	"d:Bacteria"	"p:Chloroflexi"	"c:Thermomicrobia"	"o:Sphaerobacterales"	"f:Sphaerobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU5418"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24604"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10975"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25514"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21893"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13179"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27033"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp17"	"g:Gp17"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13383"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"g:Spartobacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8686"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19248"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9548"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24572"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29447"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU29533"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13425"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22347"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9547"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10060"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24628"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8057"	"d:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4657"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26069"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17604"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7476"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19857"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24629"	"d:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17956"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13034"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5819"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17899"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22351"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3104"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29203"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6189"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25356"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp15"	"g:Gp15"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15666"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9366"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28877"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24610"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19773"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10311"	"d:Archaea"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28878"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10448"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU26943"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25515"	"d:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8105"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3505"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU13212"	"d:Archaea"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25398"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29259"	"d:Bacteria"	"p:Candidatus_Saccharibacteria"	"g:Saccharibacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4643"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
