"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU6271"	"k:Bacteria"	"p:Chloroflexi"	"c:Chloroflexia"	"o:Herpetosiphonales"	"f:Herpetosiphonaceae"	"g:Herpetosiphon"	"UNKNOWN"
"OTU28713"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28712"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7783"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillaceae"	"UNKNOWN"	"UNKNOWN"
"OTU20507"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11109"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22031"	"k:Bacteria"	"p:Firmicutes"	"c:Clostridia"	"o:Clostridiales"	"f:Lachnospiraceae"	"UNKNOWN"	"UNKNOWN"
"OTU22062"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:S0134_terrestrial_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6740"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:PHOS-HE51"	"UNKNOWN"	"UNKNOWN"
"OTU14327"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU14755"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11385"	"k:Bacteria"	"p:Saccharibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13674"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8896"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22164"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Isosphaera"	"UNKNOWN"
"OTU23178"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU14666"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16591"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:Ktedonobacterales"	"f:1921-3"	"UNKNOWN"	"UNKNOWN"
"OTU2841"	"k:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25804"	"k:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17852"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:JG30-KF-AS9"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6970"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Methylobacteriaceae"	"UNKNOWN"	"UNKNOWN"
"OTU14554"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"f:SM2D12"	"UNKNOWN"	"UNKNOWN"
"OTU20509"	"k:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7013"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:cvE6"	"UNKNOWN"	"UNKNOWN"
"OTU9214"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20505"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"UNKNOWN"	"UNKNOWN"
"OTU26304"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24179"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU26376"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20862"	"k:Bacteria"	"p:Cyanobacteria"	"c:Melainabacteria"	"o:Obscuribacterales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29051"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20859"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4208"	"k:Bacteria"	"p:Chloroflexi"	"c:KD4-96"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4025"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27794"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"f:SM2D12"	"UNKNOWN"	"UNKNOWN"
"OTU6968"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU7547"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12609"	"k:Bacteria"	"p:Chloroflexi"	"c:Caldilineae"	"o:Caldilineales"	"f:Caldilineaceae"	"g:Litorilinea"	"UNKNOWN"
"OTU25803"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6357"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5350"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3241"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:B79"	"UNKNOWN"	"UNKNOWN"
"OTU21332"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU11320"	"k:Bacteria"	"p:Bacteroidetes"	"c:Bacteroidia"	"o:Bacteroidales"	"f:Rikenellaceae"	"g:Rikenellaceae_RC9_gut_group"	"UNKNOWN"
"OTU18273"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU14152"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29351"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1559"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU6415"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29350"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU28758"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1715"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26103"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2220"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Saprospiraceae"	"UNKNOWN"	"UNKNOWN"
"OTU5642"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2640"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Pir4_lineage"	"UNKNOWN"
"OTU25312"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU28760"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:cvE6"	"UNKNOWN"	"UNKNOWN"
"OTU12552"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Syntrophobacterales"	"f:Syntrophobacteraceae"	"g:Syntrophobacter"	"UNKNOWN"
"OTU22860"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8722"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:B1-7BS"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23426"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8886"	"k:Bacteria"	"p:Candidate_division_OP3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28692"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10577"	"k:Bacteria"	"p:Omnitrophica"	"c:NPL-UPA2"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10492"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Chromatiales"	"f:Ectothiorhodospiraceae"	"g:Acidiferrobacter"	"UNKNOWN"
"OTU2876"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12517"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12800"	"k:Bacteria"	"p:Microgenomates"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5376"	""	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16904"	"k:Bacteria"	"p:Cyanobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17531"	"k:Bacteria"	"p:Firmicutes"	"c:Clostridia"	"o:Clostridiales"	"f:Christensenellaceae"	"g:Christensenellaceae_R-7_group"	"UNKNOWN"
"OTU6969"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9139"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9531"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Planctomyces"	"UNKNOWN"
"OTU3352"	"k:Bacteria"	"p:Bacteroidetes"	"c:Flavobacteriia"	"o:Flavobacteriales"	"f:Flavobacteriaceae"	"g:Chryseobacterium"	"UNKNOWN"
"OTU21511"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12551"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU5216"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:Ktedonobacterales"	"f:Ktedonobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU1763"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:JG35-K1-AG5"	"UNKNOWN"	"UNKNOWN"
"OTU19758"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16389"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"f:SM2D12"	"UNKNOWN"	"UNKNOWN"
"OTU2164"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Chromatiales"	"f:Ectothiorhodospiraceae"	"g:Acidiferrobacter"	"UNKNOWN"
"OTU16235"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU21793"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2218"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Saprospiraceae"	"UNKNOWN"	"UNKNOWN"
"OTU26638"	"k:Bacteria"	"p:Firmicutes"	"c:Clostridia"	"o:Clostridiales"	"f:Clostridiaceae_1"	"UNKNOWN"	"UNKNOWN"
"OTU13040"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:ABS-19"	"UNKNOWN"	"UNKNOWN"
"OTU12558"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU9254"	"k:Bacteria"	"p:Spirochaetae"	"c:Spirochaetes"	"o:Spirochaetales"	"f:Spirochaetaceae"	"g:Treponema_2"	"UNKNOWN"
"OTU25807"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU10112"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6989"	"k:Bacteria"	"p:Chloroflexi"	"c:KD4-96"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6089"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:NKB5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27785"	"k:Bacteria"	"p:Spirochaetae"	"c:Spirochaetes"	"o:Spirochaetales"	"f:Spirochaetaceae"	"g:Treponema_2"	"UNKNOWN"
"OTU8174"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU6377"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10405"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:mle1-27"	"UNKNOWN"	"UNKNOWN"
"OTU17284"	"k:Bacteria"	"p:Gracilibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27125"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:Sva0725"	"UNKNOWN"	"UNKNOWN"
"OTU13624"	"k:Bacteria"	"p:Firmicutes"	"c:Erysipelotrichia"	"o:Erysipelotrichales"	"f:Erysipelotrichaceae"	"g:Asteroleplasma"	"UNKNOWN"
"OTU12675"	"k:Bacteria"	"p:Bacteroidetes"	"c:Bacteroidia"	"o:Bacteroidales"	"f:Rikenellaceae"	"g:Rikenellaceae_RC9_gut_group"	"UNKNOWN"
"OTU2176"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_13"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7605"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU4897"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU17341"	"k:Bacteria"	"p:Bacteroidetes"	"c:Bacteroidia"	"o:Bacteroidales"	"f:Rikenellaceae"	"g:Rikenellaceae_RC9_gut_group"	"UNKNOWN"
"OTU17215"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU3740"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Planctomyces"	"UNKNOWN"
"OTU4465"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:DUNssu044"	"UNKNOWN"	"UNKNOWN"
"OTU10597"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4963"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:Simkaniaceae"	"UNKNOWN"	"UNKNOWN"
"OTU27940"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:RB41"	"UNKNOWN"	"UNKNOWN"
"OTU3578"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Solirubrobacterales"	"f:480-2"	"UNKNOWN"	"UNKNOWN"
"OTU12546"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24350"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1736"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11806"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19537"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:ABS-19"	"UNKNOWN"	"UNKNOWN"
"OTU1771"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Pir4_lineage"	"UNKNOWN"
"OTU7793"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19942"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1769"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2811"	"k:Bacteria"	"p:Actinobacteria"	"c:MB-A2-108"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16273"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6889"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"f:SM2D12"	"UNKNOWN"	"UNKNOWN"
"OTU17115"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:P3OB-42"	"UNKNOWN"	"UNKNOWN"
"OTU8736"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8606"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Micrococcales"	"f:Promicromonosporaceae"	"g:Promicromonospora"	"UNKNOWN"
"OTU5336"	"k:Bacteria"	"p:Chloroflexi"	"c:TK10"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20781"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:MND8"	"UNKNOWN"	"UNKNOWN"
"OTU16933"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:ABS-19"	"UNKNOWN"	"UNKNOWN"
"OTU16177"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU10019"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"f:Acidimicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24301"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU6196"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:BIrii41"	"UNKNOWN"	"UNKNOWN"
"OTU17954"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14096"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21788"	"k:Bacteria"	"p:Firmicutes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28053"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:Simkaniaceae"	"g:Candidatus_Rhabdochlamydia"	"UNKNOWN"
"OTU2087"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:BIrii41"	"UNKNOWN"	"UNKNOWN"
"OTU12603"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3054"	"k:Bacteria"	"p:Fibrobacteres"	"c:Fibrobacteria"	"o:Fibrobacterales"	"f:Fibrobacteraceae"	"g:possible_genus_04"	"UNKNOWN"
"OTU22339"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfobacterales"	"f:Nitrospinaceae"	"g:Candidatus_Entotheonella"	"UNKNOWN"
"OTU21881"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Bryobacter"	"UNKNOWN"
"OTU17004"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8954"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22892"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29679"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfobacterales"	"f:Nitrospinaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4606"	"k:Bacteria"	"p:Chloroflexi"	"c:Ardenticatenia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4930"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU6150"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7478"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Rhizobiales_Incertae_Sedis"	"g:Agaricicola"	"UNKNOWN"
"OTU19724"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13660"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2711"	"k:Bacteria"	"p:Chloroflexi"	"c:JG30-KF-CM66"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13187"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8713"	"k:Bacteria"	"p:Firmicutes"	"c:Clostridia"	"o:Clostridiales"	"f:Lachnospiraceae"	"UNKNOWN"	"UNKNOWN"
"OTU29743"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU29473"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28337"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6237"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
