"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU20948"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Caulobacteraceae"	"g:Brevundimonas"	"UNKNOWN"
"OTU5383"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU557"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:DA101_soil_group"	"UNKNOWN"	"UNKNOWN"
"OTU16292"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU23593"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Comamonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3458"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:ABS-19"	"UNKNOWN"	"UNKNOWN"
"OTU157"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"UNKNOWN"	"UNKNOWN"
"OTU3175"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU166"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_2"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1818"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU302"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3363"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20907"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15101"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU679"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:JG37-AG-20"	"UNKNOWN"	"UNKNOWN"
"OTU11218"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:DA101_soil_group"	"UNKNOWN"	"UNKNOWN"
"OTU116"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:11-24"	"UNKNOWN"	"UNKNOWN"
"OTU3463"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU11976"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"g:Sorangium"	"UNKNOWN"
"OTU9397"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU324"	"k:Bacteria"	"p:Bacteroidetes"	"c:Flavobacteriia"	"o:Flavobacteriales"	"f:Flavobacteriaceae"	"g:Flavobacterium"	"UNKNOWN"
"OTU9025"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU1266"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU805"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2648"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU525"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU662"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Corynebacteriales"	"f:Mycobacteriaceae"	"g:Mycobacterium"	"UNKNOWN"
"OTU1124"	"k:Bacteria"	"p:Chlorobi"	"c:Chlorobia"	"o:Chlorobiales"	"f:SJA-28"	"UNKNOWN"	"UNKNOWN"
"OTU2067"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU40"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Rhodoplanes"	"UNKNOWN"
"OTU26308"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU674"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU158"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:Ktedonobacterales"	"f:HSB_OF53-F07"	"UNKNOWN"	"UNKNOWN"
"OTU357"	"k:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1365"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU4318"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4279"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1871"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Chitinophaga"	"UNKNOWN"
"OTU429"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU836"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1332"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU476"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:JG30-KF-AS9"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5740"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU521"	"k:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13022"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU11698"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Xanthomonadales_Incertae_Sedis"	"UNKNOWN"	"UNKNOWN"
"OTU4254"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Terrimonas"	"UNKNOWN"
"OTU245"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1077"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU1601"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9431"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Frankiales"	"f:Acidothermaceae"	"g:Acidothermus"	"UNKNOWN"
"OTU3642"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Opitutae"	"o:Opitutales"	"f:Opitutaceae"	"g:Opitutus"	"UNKNOWN"
"OTU791"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Pseudomonadales"	"f:Moraxellaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12880"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2199"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"g:Sporocytophaga"	"UNKNOWN"
"OTU398"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Pirellula"	"UNKNOWN"
"OTU2533"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU833"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1453"	"k:Bacteria"	"p:Firmicutes"	"c:Clostridia"	"o:Clostridiales"	"f:Clostridiaceae_1"	"g:Clostridium_sensu_stricto_12"	"UNKNOWN"
"OTU1394"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Sphingomonadaceae"	"g:Sphingomonas"	"UNKNOWN"
"OTU1597"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"g:Cytophaga"	"UNKNOWN"
"OTU2531"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19092"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Oxalobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU17729"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:DA111"	"UNKNOWN"	"UNKNOWN"
"OTU299"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1086"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Xanthomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU92"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25509"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Frankiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15675"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU872"	"k:Bacteria"	"p:Planctomycetes"	"c:Pla4_lineage"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1291"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1221"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1112"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU3051"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:cvE6"	"UNKNOWN"	"UNKNOWN"
"OTU7901"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20483"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Xanthobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU876"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6011"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU714"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1302"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU28674"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Hyphomonadaceae"	"g:Hirschia"	"UNKNOWN"
"OTU1119"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18778"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU328"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16246"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU10848"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:DA101_soil_group"	"UNKNOWN"	"UNKNOWN"
"OTU3267"	"k:Bacteria"	"p:Hydrogenedentes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4544"	"k:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Bacillaceae"	"g:Bacillus"	"UNKNOWN"
"OTU728"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Candidatus_Solibacter"	"UNKNOWN"
"OTU28368"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU821"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7390"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU216"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU621"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU13182"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17311"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU459"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Flavisolibacter"	"UNKNOWN"
"OTU24059"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_7"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU970"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21964"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU15077"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Sphingomonadaceae"	"g:Sphingomonas"	"UNKNOWN"
"OTU930"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU810"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Streptomycetales"	"f:Streptomycetaceae"	"g:Streptomyces"	"UNKNOWN"
"OTU57"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Caulobacteraceae"	"g:Caulobacter"	"UNKNOWN"
"OTU1229"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU126"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Frankiales"	"f:Acidothermaceae"	"g:Acidothermus"	"UNKNOWN"
"OTU562"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1246"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_17"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU310"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Rhizobiales_Incertae_Sedis"	"g:Rhizomicrobium"	"UNKNOWN"
"OTU230"	"k:Bacteria"	"p:Chloroflexi"	"c:TK10"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4605"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU551"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Xanthobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU8706"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU128"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU942"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU788"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU318"	"k:Bacteria"	"p:Nitrospirae"	"c:Nitrospira"	"o:Nitrospirales"	"f:0319-6A21"	"UNKNOWN"	"UNKNOWN"
"OTU592"	"k:Archaea"	"p:Thaumarchaeota"	"c:Soil_Crenarchaeotic_Group[SCG]"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1668"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:env.OPS_17"	"UNKNOWN"	"UNKNOWN"
"OTU28891"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Parasegetibacter"	"UNKNOWN"
"OTU3753"	"k:Bacteria"	"p:Cyanobacteria"	"c:Melainabacteria"	"o:Obscuribacterales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14217"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4993"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2112"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU933"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Xanthobacteraceae"	"g:Variibacter"	"UNKNOWN"
"OTU39"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU21799"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfuromonadales"	"f:Geobacteraceae"	"g:Geobacter"	"UNKNOWN"
"OTU72"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Solirubrobacterales"	"f:Patulibacteraceae"	"g:Patulibacter"	"UNKNOWN"
"OTU472"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"g:Dyadobacter"	"UNKNOWN"
"OTU227"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU527"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU270"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Isosphaera"	"UNKNOWN"
"OTU690"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Ferruginibacter"	"UNKNOWN"
"OTU1162"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU13590"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1709"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillaceae"	"g:Dongia"	"UNKNOWN"
"OTU26793"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Corynebacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2664"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:mle1-27"	"UNKNOWN"	"UNKNOWN"
"OTU24490"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Cystobacteraceae"	"g:Anaeromyxobacter"	"UNKNOWN"
"OTU3167"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU28604"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU21269"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU1185"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3955"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU9197"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU3691"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:DA111"	"UNKNOWN"	"UNKNOWN"
"OTU6752"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Rhodoplanes"	"UNKNOWN"
"OTU4725"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1358"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5052"	"k:Bacteria"	"p:Aerophobetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU633"	"k:Bacteria"	"p:Microgenomates"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU875"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17926"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Verrucomicrobiae"	"o:Verrucomicrobiales"	"f:Verrucomicrobiaceae"	"g:Luteolibacter"	"UNKNOWN"
"OTU1677"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU431"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:BIrii41"	"UNKNOWN"	"UNKNOWN"
"OTU1975"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU1651"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU1603"	"k:Bacteria"	"p:Planctomycetes"	"c:BD7-11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
