"MERDSSG100"	"MERDSSG103"	"MERDSSG109"	"MERDSSG10"	"MERDSSG112"	"MERDSSG115"	"MERDSSG118"	"MERDSSG124"	"MERDSSG127"	"MERDSSG130"	"MERDSSG133"	"MERDSSG139"	"MERDSSG142"	"MERDSSG145"	"MERDSSG148"	"MERDSSG14"	"MERDSSG154"	"MERDSSG157"	"MERDSSG160"	"MERDSSG163"	"MERDSSG169"	"MERDSSG172"	"MERDSSG175"	"MERDSSG178"	"MERDSSG20"	"MERDSSG23"	"MERDSSG25"	"MERDSSG30"	"MERDSSG37"	"MERDSSG39"	"MERDSSG42"	"MERDSSG44"	"MERDSSG49"	"MERDSSG4"	"MERDSSG52"	"MERDSSG55"	"MERDSSG58"	"MERDSSG64"	"MERDSSG67"	"MERDSSG6"	"MERDSSG72"	"MERDSSG73"	"MERDSSG79"	"MERDSSG84"	"MERDSSG85"	"MERDSSG89"	"MERDSSG94"	"MERDSSG97"	"MERDSSGB2"	"MERDSSGB3"	"MERDSSGB4"	"MERDSSGB5"	"MERDSSGZ2"	"MERDSSGZ3"	"MERDSSGZ4"	"MERDSSGZ5"
"OTU730"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
"OTU1251"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
"OTU2234"	0	0	5	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	3	4	4	3	0	3	6	0	0	0	0	0	0	0	1	0	2	2	0	1	6	5	2	2
"OTU1882"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0
"OTU7"	39	7	33	67	58	63	28	0	0	0	0	64	80	36	9	14	15	14	37	20	0	0	0	0	47	19	8	26	0	0	0	0	40	40	45	39	4	28	11	44	9	6	0	0	0	0	28	18	81	39	27	22	36	82	21	7
"OTU23"	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	4	4	7	3	4	1	4	2
"OTU164"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	1
"OTU54"	13	0	26	9	34	3	2	0	0	0	0	7	38	0	10	1	8	8	4	6	0	0	0	0	9	21	0	11	0	1	0	0	2	6	22	21	3	13	5	7	0	1	0	0	0	0	1	6	17	16	5	9	5	73	16	8
"OTU177"	0	4	5	3	6	0	12	0	0	0	0	7	13	8	0	5	4	7	0	8	0	0	0	0	7	3	1	4	0	0	0	0	3	1	8	0	1	6	1	4	1	3	0	0	0	0	0	0	77	35	17	18	10	84	18	42
"OTU82"	3	11	3	47	12	14	10	2	0	0	0	28	14	9	28	22	1	23	39	72	0	0	0	0	0	13	12	11	15	0	0	0	42	11	18	24	34	12	10	31	23	27	0	0	0	4	17	2	30	25	55	71	21	26	28	59
"OTU34"	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	7	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	4	13	19	2	1	0	8	2	0
"OTU498"	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	7	0
"OTU1055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0
"OTU826"	0	1	1	5	0	1	2	0	0	0	0	4	4	0	1	3	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	4	3	0	6	0	6	2	0	0	0	0	0	0	10	10	3	2	3	2	6	2	5
"OTU570"	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	4	0	7	4	2	2	1	0	2	25
"OTU21951"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	4	1	2	2	4	4	3	0
"OTU333"	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0
"OTU15375"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU906"	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	2	0	5	0	16	0	1	0	0	0	0	0	0	7	0	0	3	1	5	5	3
"OTU160"	42	7	30	52	12	22	3	2	0	0	0	31	19	11	5	2	9	7	19	11	0	0	0	0	21	10	1	16	0	0	0	0	24	31	13	21	8	4	12	6	7	16	0	0	0	0	16	15	63	28	12	25	11	13	22	10
"OTU1403"	7	20	26	8	22	24	19	1	5	0	2	50	59	16	22	1	8	37	13	12	30	5	5	112	11	11	34	13	0	12	0	7	65	10	6	27	19	15	13	14	2	12	11	13	9	0	16	9	12	5	5	8	13	8	15	4
"OTU244"	13	0	9	35	3	13	18	2	0	0	0	25	25	12	9	17	18	5	6	17	0	0	0	0	17	5	1	7	0	0	0	0	3	12	24	9	5	6	4	9	1	8	0	0	0	0	4	13	12	4	12	10	7	41	18	1
"OTU184"	3	5	14	3	3	0	1	0	0	0	0	11	8	2	1	0	4	1	0	14	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	8	1	0	0	0	3	0	0	0	0	0	10	20	7	6	8	6	7	12	16
"OTU3242"	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	6	38	13	0
"OTU20479"	0	0	0	2	6	3	1	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0	0	0	0	0	0	0	0	1	5	4	2	4	0	5	8
"OTU2023"	0	0	6	0	0	0	0	0	0	0	0	2	8	0	0	0	4	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	6	3	0	8	0	0	0	0	3	0	10	26	8	4	8	10	1	2
"OTU21534"	0	0	1	3	0	0	0	1	0	0	4	0	0	0	3	5	0	0	2	0	6	7	16	3	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	1	0
"OTU3504"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
"OTU99"	0	2	41	0	13	0	7	9	0	23	0	0	30	0	3	0	18	4	1	0	30	0	12	5	0	0	2	1	0	3	0	3	5	0	19	0	1	2	5	13	0	0	36	13	0	0	22	37	10	3	1	6	3	37	1	0
"OTU1758"	0	0	1	8	0	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0
"OTU22066"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"OTU602"	0	0	0	2	0	0	0	0	0	0	0	0	2	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	4	2	4	0	1
"OTU2646"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	1	0
"OTU15461"	4	3	7	5	8	7	3	0	0	0	0	8	8	2	11	7	3	4	8	4	0	0	0	0	0	0	0	11	0	0	0	0	6	12	14	1	1	5	0	3	2	2	0	0	0	0	8	2	8	3	0	2	2	7	4	6
"OTU19"	46	61	177	236	96	166	200	8	0	0	0	220	180	62	145	61	123	66	124	106	0	0	0	0	157	46	52	50	0	0	0	0	110	98	128	164	76	223	45	64	31	55	0	0	0	0	35	67	350	178	150	183	251	222	282	212
"OTU17327"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"OTU13771"	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	1	0	0	0	0	1
"OTU1996"	7	4	5	12	0	4	0	0	0	0	0	5	1	0	1	0	0	0	2	1	0	0	0	0	0	2	2	1	10	36	0	11	2	3	0	1	1	0	9	3	0	1	1	0	0	3	0	0	0	5	7	1	4	3	15	1
"OTU1552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU19350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU863"	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0
"OTU195"	0	1	8	0	0	3	0	0	0	0	0	1	7	0	2	0	4	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	2	0	0	1	0	6	0	0	0	0	0	0	0	2	20	17	4	8	4	24	14	24
"OTU85"	2	14	9	15	9	17	0	0	0	0	0	25	7	4	9	3	0	4	12	17	0	0	0	0	0	0	0	7	0	0	0	0	2	19	6	3	13	2	0	14	6	4	0	0	0	0	0	1	9	31	2	21	9	3	10	14
"OTU191"	5	5	6	8	2	4	8	0	0	0	0	10	11	0	5	13	1	8	7	7	0	0	0	0	0	4	0	3	1	0	0	0	13	2	11	2	0	12	2	7	0	6	0	0	0	0	1	3	16	5	4	7	6	13	7	11
"OTU24"	1	19	22	15	0	25	8	0	0	0	0	41	15	10	29	37	4	0	27	25	0	0	0	0	8	11	2	22	0	0	0	0	22	12	19	8	18	34	26	132	3	14	0	0	0	0	0	4	21	11	28	22	45	29	24	32
"OTU67"	0	0	17	0	0	0	5	0	0	0	0	5	14	0	0	0	3	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	3	0	0	6	0	6	0	0	0	1	0	0	0	8	21	4	0	17	6	45	2	1
"OTU3430"	0	0	0	0	1	0	0	0	0	0	0	12	37	1	0	1	11	2	0	1	0	0	0	0	8	10	0	0	0	0	0	0	0	0	19	3	0	8	0	10	0	0	0	0	0	0	2	8	28	4	0	0	7	37	0	0
"OTU337"	16	9	9	7	5	1	0	0	0	0	0	6	4	5	0	2	6	0	9	2	0	0	0	0	12	2	0	0	0	0	0	0	3	1	10	0	1	4	0	0	0	0	0	0	0	0	1	4	1	11	3	10	9	24	3	7
"OTU371"	20	5	15	31	12	21	17	0	0	0	0	50	36	21	12	5	9	17	10	9	0	0	0	0	10	1	6	18	0	0	0	0	21	25	4	27	7	11	6	19	6	12	0	0	0	0	17	9	28	23	9	39	15	14	30	4
"OTU1089"	0	0	0	0	0	3	4	0	0	0	0	3	1	0	5	3	0	0	7	6	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1	6	0	0	5	3	1	3	0	0	0	0	0	5	12	0	10	1	1	15	11	2
"OTU87"	63	8	44	41	11	46	38	1	0	0	5	31	24	14	4	6	1	6	11	20	1	0	0	0	26	13	4	21	0	0	0	0	18	15	12	29	2	16	9	17	5	6	1	0	0	0	20	13	23	16	15	11	6	18	20	2
"OTU27294"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	8	0	0
"OTU666"	2	0	8	16	1	7	5	0	0	0	0	1	3	2	1	4	10	1	1	2	0	0	0	0	16	3	2	3	0	0	0	0	4	3	3	4	2	1	0	1	2	0	0	0	0	0	1	1	15	2	2	2	0	7	8	1
"OTU381"	3	0	2	11	0	7	0	0	0	0	0	5	2	4	0	0	0	0	6	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	4	8	0	0	1	0	0	0	0	0	0	2	14	0	4	5	11	11	10	0
"OTU1363"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU1544"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"OTU425"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU1872"	2	0	1	13	0	7	0	0	0	0	0	3	2	0	1	0	3	1	3	4	0	0	0	0	9	3	1	5	0	0	0	0	3	2	2	0	4	1	0	3	0	0	0	0	0	0	3	2	1	5	1	4	4	3	3	1
"OTU596"	3	7	0	23	8	11	9	0	0	0	0	7	6	0	10	15	14	6	16	15	0	0	0	3	6	5	2	1	0	0	0	0	17	5	10	8	0	5	2	0	2	3	0	0	0	0	3	11	12	15	26	10	15	21	20	6
"OTU138"	9	2	0	5	0	1	7	0	0	0	0	31	7	1	4	3	0	5	9	8	0	0	0	0	8	1	0	3	0	0	0	0	7	12	7	5	8	4	0	0	5	8	0	0	0	0	0	0	4	5	2	7	6	5	4	2
"OTU3049"	1	3	4	0	7	1	3	0	0	0	0	3	3	1	0	0	6	0	7	6	0	0	0	0	0	2	0	2	0	0	0	0	8	0	2	0	1	7	0	0	0	8	0	1	0	0	2	0	10	5	4	7	2	8	8	10
"OTU206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
"OTU1105"	0	0	8	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	2	1
"OTU2056"	10	8	1	17	0	18	10	0	0	0	0	20	14	6	6	10	1	7	12	25	32	5	14	17	5	5	2	15	0	0	0	0	42	7	25	19	9	12	11	28	7	16	18	12	22	8	2	11	12	5	9	13	7	31	27	10
"OTU548"	0	0	0	8	3	6	15	0	0	0	0	9	2	7	3	0	1	5	4	0	0	0	0	0	31	3	0	0	0	0	0	0	6	7	10	11	1	1	1	1	7	3	0	0	0	0	1	3	5	6	0	3	7	6	9	2
"OTU3122"	24	3	36	20	16	39	22	3	0	1	0	5	8	7	10	15	0	21	10	9	6	11	1	0	14	20	5	35	0	0	0	0	1	3	7	15	47	0	7	16	15	11	0	2	0	5	36	15	0	1	4	8	1	1	5	0
"OTU610"	0	0	2	0	0	1	0	0	0	0	0	1	9	7	0	0	5	2	2	2	0	0	0	0	2	3	6	3	0	0	0	0	0	0	5	1	1	3	0	0	0	5	0	0	0	0	3	1	2	5	5	11	4	14	8	4
"OTU11545"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0
"OTU24600"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	63	11	0	0	0	0	0	0	0	0	0	0	4	0
"OTU316"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0
"OTU732"	8	36	0	3	33	0	122	2	0	0	0	0	2	16	96	2	7	19	8	5	0	0	0	0	0	14	2	13	0	0	0	0	0	0	0	5	17	2	19	0	1	12	0	0	0	0	7	2	0	1	0	1	0	0	1	0
"OTU3761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"OTU2"	45	5	17	60	0	33	9	22	16	28	0	15	5	3	2	21	4	5	9	7	25	0	158	0	17	0	3	17	10	2	0	6	3	23	4	17	3	2	0	82	14	16	3	8	0	0	7	0	23	15	32	34	24	25	73	28
"OTU152"	2	7	0	0	0	4	4	0	0	0	0	3	2	2	0	1	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
"OTU335"	2	6	15	9	11	5	8	0	0	0	0	12	21	4	5	0	3	7	10	0	0	0	0	0	5	6	12	15	0	0	0	0	10	17	22	8	5	3	1	3	5	4	0	0	0	0	3	2	11	12	17	13	9	24	0	3
"OTU199"	8	10	6	28	1	7	12	0	0	0	0	32	8	6	11	8	3	7	10	4	0	0	0	0	3	2	0	5	0	0	0	0	6	15	18	5	12	2	1	6	13	4	0	0	0	0	9	7	29	51	30	46	43	27	42	50
"OTU659"	30	5	7	45	17	20	31	2	0	0	0	22	9	13	19	27	11	17	15	7	0	0	0	0	6	5	5	17	0	0	0	0	6	22	10	13	22	15	1	7	5	8	0	0	0	0	8	17	18	14	21	34	10	18	22	22
"OTU338"	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	8	9	3	3	7	10	8	0
"OTU389"	10	12	2	15	9	9	4	0	0	0	0	23	7	4	12	11	0	6	9	14	0	0	0	0	12	4	0	2	0	1	0	0	13	8	19	12	3	7	3	3	0	7	0	0	0	0	5	0	31	24	33	23	35	53	25	50
"OTU259"	3	0	3	1	0	0	2	0	0	0	0	3	0	0	1	3	0	6	0	5	0	0	268	0	0	0	0	0	0	0	0	0	2	0	3	2	5	0	0	51	0	0	0	0	0	0	0	1	0	1	8	11	0	7	2	7
"OTU1485"	0	0	3	8	7	7	0	0	0	0	0	7	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	3	8	3	2	8	1	6
"OTU104"	28	6	5	13	9	41	13	0	0	0	0	11	4	4	2	4	13	6	9	9	0	0	0	0	3	4	1	11	0	0	0	0	9	4	6	5	4	6	14	6	6	6	0	0	0	0	5	2	44	20	34	44	40	65	79	57
"OTU3426"	0	2	6	7	0	13	12	0	0	0	0	15	5	7	11	3	14	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	3	3	1	5	0	1	3	10	5	3	0	0	0	0	6	0	14	16	20	27	15	24	31	19
"OTU345"	23	37	18	9	24	21	13	12	0	0	0	27	5	10	28	27	1	20	15	57	0	0	0	0	16	34	26	35	0	0	0	0	55	19	6	20	58	0	14	36	20	25	2	0	0	0	59	30	7	4	13	8	8	0	6	17
"OTU4810"	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	3	0	0
"OTU665"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	3	0	4	1	0	5	2	16	2	19
"OTU532"	0	0	0	5	0	1	0	0	0	0	0	1	2	0	0	4	1	2	5	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	2	1	0	0	0	3	0	0	0	0	0	2	4	6	11	2	5	2	4	16
"OTU988"	0	6	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	5	0	9	0	5	4	5	10	5	10
"OTU100"	30	15	111	138	41	111	37	3	0	0	0	39	53	37	24	25	36	24	40	30	0	0	0	1	79	44	16	73	0	0	0	1	44	51	12	44	17	20	16	41	8	14	0	0	0	0	32	27	63	53	59	61	59	66	84	33
"OTU1381"	0	0	0	2	4	1	3	8	13	50	46	3	4	0	0	2	1	0	0	2	10	15	34	0	10	1	0	2	17	19	0	18	5	0	5	15	11	9	2	0	3	14	64	8	44	0	0	0	9	3	1	2	3	5	6	7
"OTU94"	6	0	4	14	9	9	2	1	0	0	0	5	13	0	1	0	7	3	3	1	0	0	0	0	7	0	3	1	0	0	0	0	3	3	10	5	9	9	4	8	1	6	0	0	0	0	1	0	20	6	9	7	2	15	9	2
"OTU159"	1	2	3	2	10	1	3	0	0	0	0	14	4	1	3	4	12	3	8	16	0	0	0	0	2	12	0	3	0	0	0	0	5	7	3	4	2	6	1	15	4	7	0	0	0	0	0	10	19	9	15	14	1	14	12	19
"OTU420"	7	4	3	12	2	4	2	0	0	0	0	22	24	2	0	4	9	3	6	2	0	0	0	0	18	11	0	0	0	0	0	0	6	8	6	5	5	9	7	4	0	7	0	0	0	0	8	8	12	13	4	4	3	22	6	2
"OTU162"	0	3	0	0	13	0	3	0	0	0	0	15	20	2	0	1	54	8	2	3	0	0	0	0	12	6	0	0	0	0	0	0	0	2	21	4	0	6	1	1	0	0	0	0	0	0	3	10	133	24	2	4	19	114	12	5
"OTU53"	34	27	37	144	51	88	51	1	0	0	0	75	21	25	56	54	20	16	37	34	0	0	0	0	48	45	29	55	2	0	0	0	58	71	55	44	42	47	13	38	3	30	0	0	0	0	24	38	66	63	59	81	82	56	86	71
"OTU88"	12	10	10	14	3	16	18	0	0	0	0	39	58	3	13	9	27	17	17	30	0	0	0	0	24	6	0	5	0	0	0	0	4	22	32	18	11	12	13	14	0	5	0	0	0	0	5	6	59	27	31	26	26	93	29	38
"OTU48"	0	3	3	2	3	4	1	0	0	0	0	7	5	3	2	1	3	2	1	9	0	0	0	0	3	6	0	7	0	0	0	0	3	1	6	3	4	2	0	4	0	0	0	0	0	0	2	6	1	5	5	4	3	11	4	9
"OTU2049"	0	1	0	0	0	1	4	0	0	0	0	1	0	0	5	5	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0
"OTU26865"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0
"OTU1156"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0
"OTU103"	17	10	20	18	4	15	15	0	0	0	0	19	13	7	3	4	13	7	16	9	0	0	0	0	9	12	4	9	0	0	0	0	1	5	17	13	5	8	3	16	6	2	0	0	0	0	0	7	28	26	21	34	23	29	37	17
"OTU653"	0	0	0	0	0	0	0	0	0	0	0	0	17	0	4	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	2	0	1	0	0	1	0	0	0	0	0	0	0	6	5	0	0	0	0	3	0	0
"OTU300"	0	0	0	0	0	2	8	0	0	0	0	9	8	1	3	2	3	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	14	6	9	0	4	3	0	3	4	0	0	0	0	0	4	0	7	4	2	8	3	0	3	8
"OTU717"	7	5	9	35	11	10	5	0	0	0	0	11	10	9	9	18	6	5	4	6	0	0	0	0	8	4	10	10	0	0	0	0	18	2	7	14	5	0	2	10	0	2	0	0	0	0	1	0	14	7	16	16	8	1	7	8
"OTU2392"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	55	1	0	0	0	0	0	0	0	1	1	1
"OTU10230"	0	0	0	0	0	0	0	15	9	4	6	0	0	0	0	2	0	0	0	0	23	6	19	15	0	0	0	0	58	5	0	34	0	4	2	2	0	0	8	0	0	0	15	11	12	17	0	0	1	1	0	0	0	5	2	0
"OTU43"	72	56	61	85	48	98	83	13	1	0	1	130	82	51	57	36	29	93	113	79	16	3	68	1	71	48	67	44	1	3	0	1	130	56	109	47	37	30	46	44	30	40	11	0	0	5	58	135	70	28	43	39	41	73	63	35
"OTU3193"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"OTU762"	7	3	12	13	4	9	4	0	0	0	1	4	2	1	6	16	0	4	9	20	0	0	1	0	0	2	24	4	0	4	0	0	1	0	2	0	0	0	6	4	0	7	5	0	0	7	15	0	10	2	17	8	12	11	5	28
"OTU2132"	10	3	2	13	14	28	19	0	0	0	0	1	2	0	6	4	0	0	2	6	0	0	0	0	11	5	8	9	0	0	0	0	8	13	0	5	5	0	2	4	4	5	0	0	0	0	11	5	5	5	5	10	2	0	8	5
"OTU2327"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
