Plant_Number,date,Rdate,exp_days,num_germinates,volunteer_dicot,num_removed
62,6_30,6/30/2018,18,1,0,0
63,6_30,6/30/2018,18,0,0,0
64,6_30,6/30/2018,18,1,0,0
65,6_30,6/30/2018,18,1,0,0
66,6_30,6/30/2018,18,1,0,0
67,6_30,6/30/2018,18,1,0,0
68,6_30,6/30/2018,18,1,0,0
69,6_30,6/30/2018,18,1,0,0
70,6_30,6/30/2018,18,0,0,0
71,6_30,6/30/2018,18,0,0,0
72,6_30,6/30/2018,18,1,0,0
73,6_30,6/30/2018,18,1,0,0
74,6_30,6/30/2018,18,0,0,0
75,6_30,6/30/2018,18,1,0,0
76,6_30,6/30/2018,18,0,0,0
77,6_30,6/30/2018,18,0,0,0
78,6_30,6/30/2018,18,0,0,0
79,6_30,6/30/2018,18,0,0,0
80,6_30,6/30/2018,18,0,0,0
81,6_30,6/30/2018,18,0,0,0
82,6_30,6/30/2018,18,0,0,0
83,6_30,6/30/2018,18,0,0,0
84,6_30,6/30/2018,18,1,0,0
85,6_30,6/30/2018,18,1,0,0
86,6_30,6/30/2018,18,1,0,0
87,6_30,6/30/2018,18,0,0,0
88,6_30,6/30/2018,18,0,0,0
89,6_30,6/30/2018,18,0,0,0
90,6_30,6/30/2018,18,0,0,0
1,7_01,7/1/2018,19,0,0,0
2,7_01,7/1/2018,19,1,0,0
3,7_01,7/1/2018,19,0,0,0
4,7_01,7/1/2018,19,1,0,0
5,7_01,7/1/2018,19,0,0,0
6,7_01,7/1/2018,19,1,0,0
7,7_01,7/1/2018,19,0,0,0
8,7_01,7/1/2018,19,0,0,0
9,7_01,7/1/2018,19,0,0,0
10,7_01,7/1/2018,19,1,0,0
11,7_01,7/1/2018,19,1,0,0
12,7_01,7/1/2018,19,0,0,0
13,7_01,7/1/2018,19,0,0,0
14,7_01,7/1/2018,19,1,0,0
15,7_01,7/1/2018,19,0,0,0
16,7_01,7/1/2018,19,0,0,0
17,7_01,7/1/2018,19,0,0,0
18,7_01,7/1/2018,19,1,0,0
19,7_01,7/1/2018,19,0,0,0
20,7_01,7/1/2018,19,1,0,0
21,7_01,7/1/2018,19,1,0,0
22,7_01,7/1/2018,19,1,0,0
23,7_01,7/1/2018,19,1,0,0
24,7_01,7/1/2018,19,0,0,0
25,7_01,7/1/2018,19,1,0,0
26,7_01,7/1/2018,19,1,0,0
27,7_01,7/1/2018,19,1,0,0
28,7_01,7/1/2018,19,0,0,0
29,7_01,7/1/2018,19,0,0,0
30,7_01,7/1/2018,19,1,0,0
31,7_01,7/1/2018,19,0,0,0
32,7_01,7/1/2018,19,0,0,0
33,7_01,7/1/2018,19,0,0,0
34,7_01,7/1/2018,19,0,0,0
35,7_01,7/1/2018,19,0,0,0
36,7_01,7/1/2018,19,0,0,0
37,7_01,7/1/2018,19,1,0,0
38,7_01,7/1/2018,19,0,0,0
39,7_01,7/1/2018,19,1,0,0
40,7_01,7/1/2018,19,0,0,0
41,7_01,7/1/2018,19,0,0,0
42,7_01,7/1/2018,19,1,0,0
43,7_01,7/1/2018,19,0,0,0
44,7_01,7/1/2018,19,1,0,0
45,7_01,7/1/2018,19,0,0,0
46,7_01,7/1/2018,19,0,0,0
47,7_01,7/1/2018,19,1,0,0
48,7_01,7/1/2018,19,0,0,0
49,7_01,7/1/2018,19,1,0,0
50,7_01,7/1/2018,19,1,0,0
51,7_01,7/1/2018,19,1,0,0
52,7_01,7/1/2018,19,1,0,0
53,7_01,7/1/2018,19,1,0,0
54,7_01,7/1/2018,19,1,0,0
55,7_01,7/1/2018,19,1,0,0
56,7_01,7/1/2018,19,1,0,0
57,7_01,7/1/2018,19,1,0,0
58,7_01,7/1/2018,19,1,0,0
59,7_01,7/1/2018,19,1,0,0
60,7_01,7/1/2018,19,0,0,0
61,7_01,7/1/2018,19,0,0,0
62,7_01,7/1/2018,19,1,0,0
63,7_01,7/1/2018,19,0,0,0
64,7_01,7/1/2018,19,1,0,0
65,7_01,7/1/2018,19,1,0,0
66,7_01,7/1/2018,19,1,0,0
67,7_01,7/1/2018,19,1,0,0
68,7_01,7/1/2018,19,1,0,0
69,7_01,7/1/2018,19,1,0,0
70,7_01,7/1/2018,19,0,0,0
71,7_01,7/1/2018,19,0,0,0
72,7_01,7/1/2018,19,1,0,0
73,7_01,7/1/2018,19,1,0,0
74,7_01,7/1/2018,19,0,0,0
75,7_01,7/1/2018,19,1,0,0
76,7_01,7/1/2018,19,0,0,0
77,7_01,7/1/2018,19,0,0,0
78,7_01,7/1/2018,19,0,0,0
79,7_01,7/1/2018,19,0,0,0
80,7_01,7/1/2018,19,0,0,0
81,7_01,7/1/2018,19,0,0,0
82,7_01,7/1/2018,19,0,0,0
83,7_01,7/1/2018,19,0,0,0
84,7_01,7/1/2018,19,1,0,0
85,7_01,7/1/2018,19,1,0,0
86,7_01,7/1/2018,19,1,0,0
87,7_01,7/1/2018,19,0,0,0
88,7_01,7/1/2018,19,0,0,0
89,7_01,7/1/2018,19,1,0,0
90,7_01,7/1/2018,19,0,0,0
1,7_05,7/5/2018,23,0,0,0
2,7_05,7/5/2018,23,1,0,0
3,7_05,7/5/2018,23,0,0,0
4,7_05,7/5/2018,23,1,0,0
5,7_05,7/5/2018,23,0,0,0
6,7_05,7/5/2018,23,1,0,0
7,7_05,7/5/2018,23,0,0,0
8,7_05,7/5/2018,23,0,0,0
9,7_05,7/5/2018,23,0,0,0
10,7_05,7/5/2018,23,1,0,0
11,7_05,7/5/2018,23,1,0,0
12,7_05,7/5/2018,23,0,0,0
13,7_05,7/5/2018,23,0,0,0
14,7_05,7/5/2018,23,1,0,0
15,7_05,7/5/2018,23,0,0,0
16,7_05,7/5/2018,23,0,0,0
17,7_05,7/5/2018,23,0,0,0
18,7_05,7/5/2018,23,1,0,0
19,7_05,7/5/2018,23,0,0,0
20,7_05,7/5/2018,23,1,0,0
21,7_05,7/5/2018,23,1,0,0
22,7_05,7/5/2018,23,1,0,0
23,7_05,7/5/2018,23,1,0,0
24,7_05,7/5/2018,23,0,0,0
25,7_05,7/5/2018,23,1,0,0
26,7_05,7/5/2018,23,1,0,0
27,7_05,7/5/2018,23,1,0,0
28,7_05,7/5/2018,23,0,0,0
29,7_05,7/5/2018,23,0,0,0
30,7_05,7/5/2018,23,1,0,0
31,7_05,7/5/2018,23,0,0,0
32,7_05,7/5/2018,23,0,0,0
33,7_05,7/5/2018,23,0,0,0
34,7_05,7/5/2018,23,0,0,0
35,7_05,7/5/2018,23,0,0,0
36,7_05,7/5/2018,23,0,0,0
37,7_05,7/5/2018,23,1,0,0
38,7_05,7/5/2018,23,0,0,0
39,7_05,7/5/2018,23,1,0,0
40,7_05,7/5/2018,23,0,0,0
41,7_05,7/5/2018,23,0,0,0
42,7_05,7/5/2018,23,1,0,0
43,7_05,7/5/2018,23,0,0,0
44,7_05,7/5/2018,23,1,0,0
45,7_05,7/5/2018,23,0,0,0
46,7_05,7/5/2018,23,0,0,0
47,7_05,7/5/2018,23,1,0,0
48,7_05,7/5/2018,23,0,0,0
49,7_05,7/5/2018,23,1,0,0
50,7_05,7/5/2018,23,1,0,0
51,7_05,7/5/2018,23,1,0,0
52,7_05,7/5/2018,23,1,0,0
53,7_05,7/5/2018,23,1,0,0
54,7_05,7/5/2018,23,1,0,0
55,7_05,7/5/2018,23,1,0,0
56,7_05,7/5/2018,23,1,0,0
57,7_05,7/5/2018,23,1,0,0
58,7_05,7/5/2018,23,1,0,0
59,7_05,7/5/2018,23,1,0,0
60,7_05,7/5/2018,23,0,0,0
61,7_05,7/5/2018,23,0,0,0
62,7_05,7/5/2018,23,1,0,0
63,7_05,7/5/2018,23,0,0,0
64,7_05,7/5/2018,23,1,0,0
65,7_05,7/5/2018,23,1,0,0
66,7_05,7/5/2018,23,1,0,0
67,7_05,7/5/2018,23,1,0,0
68,7_05,7/5/2018,23,1,0,0
69,7_05,7/5/2018,23,1,0,0
70,7_05,7/5/2018,23,0,0,0
71,7_05,7/5/2018,23,0,0,0
72,7_05,7/5/2018,23,1,0,0
73,7_05,7/5/2018,23,1,0,0
74,7_05,7/5/2018,23,0,0,0
75,7_05,7/5/2018,23,1,0,0
76,7_05,7/5/2018,23,0,0,0
77,7_05,7/5/2018,23,0,0,0
78,7_05,7/5/2018,23,0,0,0
79,7_05,7/5/2018,23,1,0,0
80,7_05,7/5/2018,23,0,0,0
81,7_05,7/5/2018,23,0,0,0
82,7_05,7/5/2018,23,0,0,0
83,7_05,7/5/2018,23,0,0,0
84,7_05,7/5/2018,23,1,0,0
85,7_05,7/5/2018,23,1,0,0
86,7_05,7/5/2018,23,1,0,1
87,7_05,7/5/2018,23,0,0,0
88,7_05,7/5/2018,23,0,0,0
89,7_05,7/5/2018,23,1,0,0
90,7_05,7/5/2018,23,0,0,0
1,7_09,7/9/2018,27,0,0,0
2,7_09,7/9/2018,27,1,0,0
3,7_09,7/9/2018,27,0,0,0
4,7_09,7/9/2018,27,1,0,0
5,7_09,7/9/2018,27,0,0,0
6,7_09,7/9/2018,27,1,0,0
7,7_09,7/9/2018,27,0,0,0
8,7_09,7/9/2018,27,0,0,0
9,7_09,7/9/2018,27,0,0,0
10,7_09,7/9/2018,27,1,0,0
11,7_09,7/9/2018,27,1,0,0
12,7_09,7/9/2018,27,0,0,0
13,7_09,7/9/2018,27,0,0,0
14,7_09,7/9/2018,27,1,0,0
15,7_09,7/9/2018,27,0,0,0
16,7_09,7/9/2018,27,0,0,0
17,7_09,7/9/2018,27,0,0,0
18,7_09,7/9/2018,27,1,0,0
19,7_09,7/9/2018,27,0,0,0
20,7_09,7/9/2018,27,1,0,0
21,7_09,7/9/2018,27,1,0,0
22,7_09,7/9/2018,27,1,0,0
23,7_09,7/9/2018,27,1,0,0
24,7_09,7/9/2018,27,0,0,0
25,7_09,7/9/2018,27,1,0,0
26,7_09,7/9/2018,27,1,0,0
27,7_09,7/9/2018,27,1,0,0
28,7_09,7/9/2018,27,0,0,0
29,7_09,7/9/2018,27,0,0,0
30,7_09,7/9/2018,27,1,0,0
31,7_09,7/9/2018,27,0,0,0
32,7_09,7/9/2018,27,0,0,0
33,7_09,7/9/2018,27,0,0,0
34,7_09,7/9/2018,27,0,0,0
35,7_09,7/9/2018,27,0,0,0
36,7_09,7/9/2018,27,0,0,0
37,7_09,7/9/2018,27,1,0,0
38,7_09,7/9/2018,27,0,0,0
39,7_09,7/9/2018,27,1,0,0
40,7_09,7/9/2018,27,0,0,0
41,7_09,7/9/2018,27,0,0,0
42,7_09,7/9/2018,27,1,0,0
43,7_09,7/9/2018,27,0,0,0
44,7_09,7/9/2018,27,1,0,0
45,7_09,7/9/2018,27,0,0,0
46,7_09,7/9/2018,27,0,0,0
47,7_09,7/9/2018,27,1,0,0
48,7_09,7/9/2018,27,0,0,0
49,7_09,7/9/2018,27,1,0,0
50,7_09,7/9/2018,27,1,0,0
51,7_09,7/9/2018,27,1,0,0
52,7_09,7/9/2018,27,1,0,0
53,7_09,7/9/2018,27,1,0,0
54,7_09,7/9/2018,27,1,0,0
55,7_09,7/9/2018,27,1,0,0
56,7_09,7/9/2018,27,1,0,0
57,7_09,7/9/2018,27,1,0,0
58,7_09,7/9/2018,27,1,0,0
59,7_09,7/9/2018,27,1,0,0
60,7_09,7/9/2018,27,0,0,0
61,7_09,7/9/2018,27,0,0,0
62,7_09,7/9/2018,27,1,0,0
63,7_09,7/9/2018,27,0,0,0
64,7_09,7/9/2018,27,1,0,0
65,7_09,7/9/2018,27,1,0,0
66,7_09,7/9/2018,27,1,0,0
67,7_09,7/9/2018,27,1,0,0
68,7_09,7/9/2018,27,1,0,0
69,7_09,7/9/2018,27,1,0,0
70,7_09,7/9/2018,27,0,0,0
71,7_09,7/9/2018,27,0,0,0
72,7_09,7/9/2018,27,1,0,0
73,7_09,7/9/2018,27,1,0,0
74,7_09,7/9/2018,27,0,0,0
75,7_09,7/9/2018,27,1,0,0
76,7_09,7/9/2018,27,0,0,0
77,7_09,7/9/2018,27,0,0,0
78,7_09,7/9/2018,27,0,0,0
79,7_09,7/9/2018,27,1,0,0
80,7_09,7/9/2018,27,0,0,0
81,7_09,7/9/2018,27,0,0,0
82,7_09,7/9/2018,27,0,0,0
83,7_09,7/9/2018,27,0,0,0
84,7_09,7/9/2018,27,1,0,0
85,7_09,7/9/2018,27,1,0,0
86,7_09,7/9/2018,27,1,0,0
87,7_09,7/9/2018,27,0,0,0
88,7_09,7/9/2018,27,0,0,0
89,7_09,7/9/2018,27,1,0,0
90,7_09,7/9/2018,27,0,0,0
